2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4
3.07515706033228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.996154119334496,3.1408190923146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.0899911994628813,3.175588208439147,3.19794277575538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.13080055497935,3.202091747395102,3.2195521224010606,3.2532363366885932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.076170868463275,3.181789679381063,3.171022803154574,3.1914275997369765,3.342107490754574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.0236349666019673,3.1484117040096606,3.1406338862788283,3.1729592320947444,3.2850510344770245,3.3066934236252035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.0451976239958656,3.1640282496222767,3.178150438293552,3.214861388427518,3.344222251157135,3.3581539770972784,3.329868743023966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,3.0869677098165957,3.005232504377726,2.9476811384268835,2.9425142813307157,2.7969838243827905,2.3957148245848474,2.3158968078069133,2.214014744684353,2.3435648113009133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,3.021004369994133,2.9632305531112597,2.9559373438981504,2.7990992548049176,2.3521301208228653,2.2681466645750703,2.1650800487580764,1.9321380594968125,2.2969708431340665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0121570342242627,3.0016017107763497,2.832088055156546,2.3344557730814177,2.2443525108335436,2.143043591027717,1.8996080322174702,1.9303229391753403,2.2600818483397465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0277641998670064,2.845629301301972,2.2943473738879003,2.1979296305585443,2.0952706230757747,1.8447010463496776,1.890884225143808,1.8873428022454937,2.30176247351771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0305866711278857,2.4202831170303027,2.311169742969499,2.203000266565041,1.9789664866450472,2.017636992869809,2.0227559446468257,2.0722814279658954,2.5124482391145233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1688838551499083,3.0235020100439387,2.8849896678547795,2.8358196289427626,2.761711952942443,2.7481292618869437,2.9570895169071933,3.1425758628819316,3.4241604772895267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.370283482209496,3.185606092677766,3.2856977086778754,3.135736790187121,3.1394965849489345,3.4765046797635266,3.702632937782373,4.0594451245727425,3.39016418987405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.536476305901582,3.572551306766605,3.4804534098622657,3.4889620387448597,3.8338209539050503,4.0654057336392695,4.412284708778157,4.514275492246602,3.34104673372096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5912781495915023,2.612337359084615,2.6744515313372617,2.9230703894484815,3.1466982778531296,3.6183634235384687,3.5913408794389987,3.2672717322429072,3.38363889646708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2994536946115582,2.399084307482599,2.6242475263101213,2.8548351477263125,3.3439100254837952,3.324984264562649,3.004201411186049,3.639923287103104,3.1858064250535434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0278864970294412,2.1989667429500432,2.429346803878807,2.9730774446914054,3.022927497298379,2.6625833330833837,3.3135151314957714,3.340461039353753,2.8505214741594767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6418404481644462,1.873191194258117,2.5006237984445767,2.5477164920311197,2.2917005437403843,3.0019504071545104,3.031167754319199,2.914785534903646,2.51090584678054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6067416745808039,2.2900502503025355,2.320806523264909,2.1577337242044385,2.9071617530819927,2.938390538919582,2.8199905163316483,2.6550414656077845,2.3581938862731833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.247923384047054,2.2701702232803465,2.1445097237974142,2.9072208928226315,2.9378122958501045,2.816789786009969,2.6494920920887584,2.495744188346949,2.217471191756257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3319453486030124,2.1899104453320946,2.9472802494535943,2.9752730470694413,2.8504224472221593,2.6794489315580114,2.5206834970836787,2.3095794304078994,2.11018308592316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2410041730168713,3.0029371063037424,3.0296387222102,2.8969122009227304,2.7209646838943695,2.5568063251104087,2.3430101132755192,2.14070991153324,1.9767653877516769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.053161233513307,3.077687059021812,2.940044608249537,2.75913534437347,2.5887056799513344,2.371516954502137,2.1669401175645158,1.9506886866462272,1.8654329998137833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.219595100970893,3.0667979356189714,2.876868070680925,2.697962133231435,2.4765846614990497,2.269650452987174,2.0537343229252443,1.8624989376676073,1.951023269725347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1652619204216577,2.966947439397962,2.7793395791919244,2.553318872262376,2.3440564806159916,2.1285673448560676,1.9342621270590452,1.8995189182413896,2.0386461409338468,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.067535468824166,2.870305859260593,2.6389743794021068,2.427483151648458,2.2127502765465876,2.0148463485188546,1.977148854632703,1.9738638054413455,2.108661085634793,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9586320054495885,2.7226359168580982,2.507718817716187,2.29193705367974,2.0919220698139043,2.050918725718694,2.0423275929715823,2.021088318930391,2.1700554724002665,NA,NA,NA,NA,NA,NA,NA
