quarter,beta_y,psi_lop,phi,sigma_cpi,sigma_spf,xi_n,natural_rate,fitted_obs,fitted_spf_survey
2014 Q1,0.05832182250152059,-0.04396681138716067,0.7578423507759665,1.156241047018079,0.08178168250552498,0.15007380976733675,0.5498437972123473,0.0159936098123169,NA
2014 Q2,0.058322169907680126,-0.04597951573656707,0.757814547583553,1.1434203672693815,0.08178168250552498,0.14995268045652224,0.5392850634116522,0.10556734498086695,NA
2014 Q3,0.0583187295759159,-0.046559327675407255,0.7577737433483663,1.130447534850924,0.08178168250552498,0.14983712622081763,0.5225571728191947,0.1708678210636222,NA
2014 Q4,0.05830415675270939,-0.04695243639793552,0.7578165247782758,1.1230400925728772,0.08178168250552498,0.14986834400102686,0.4142326992054946,0.13145342586132686,NA
2015 Q1,0.05325405894704269,-0.006171424561293493,0.5659099272259979,1.228086757062002,0.34550205436473885,0.10110985061854216,0.673268774363997,0.16332882897224466,NA
2015 Q2,0.08039268018057007,-0.10471968908497,0.6473684582597221,1.143166020422876,0.1484409963903789,0.10683391495011389,1.0141978974014638,-0.7570568117780463,1.0141978974014638
2015 Q3,0.090204561603082975,-0.06628409702515732,0.6345508469077825,1.1797378609319122,0.119203884388799,0.16077024455597935,0.9609635018677084,-0.4464174766312443,0.9609635018677084
2015 Q4,0.08384409431208117,-0.04300210311090568,0.6853895097513887,1.1806013305269898,0.16292777013395818,0.09444058778056451,1.0070400631658527,-0.4842430629094785,1.0070400631658527
2016 Q1,0.09139035608616339,-0.07354853036276786,0.6689879351328416,1.193724961148407,0.2755133273570069,0.08181383444784325,0.9895694357452793,-0.34067294914113266,0.9895694357452793
2016 Q2,0.1173671532522746,-0.037355387680570326,0.7074541763448858,1.181769834855429,0.07959600301801746,0.17451563779294557,1.1095745232627001,-0.4355558365187737,1.1095745232627001
2016 Q3,0.11735313119770364,-0.04548887116117604,0.7069878489369888,1.1676937768695144,0.0793714439783245,0.17334501405222003,1.061797256392307,0.5467523014293963,1.061797256392307
2016 Q4,0.08508137595935047,-0.095451459008091,0.6398589184241745,1.1182450016612033,0.12632976948992444,0.17967434569726232,1.0583683776495898,0.44109156960743745,1.0583683776495898
2017 Q1,0.11730852242235883,-0.044890697317639394,0.7059860047183912,1.1709970505536953,0.07902820625470415,0.171815175838845,1.2123149309293477,0.26677961537788597,1.2123149309293477
2017 Q2,0.06499452514367916,-0.03931736784986171,0.7716184504840037,1.1963977904575962,0.06912500667924246,0.19814299978979374,1.2038112557128786,1.3591086931602967,1.2038112557128786
2017 Q3,0.1173034931377317,-0.04118159514904838,0.707779476129599,1.175394738581239,0.07862720006567081,0.16886810688729917,1.1160851439728565,0.311521740548111,1.1160851439728565
2017 Q4,0.08378273362044882,-0.10286959534597956,0.6840209441329398,1.1222697365263676,0.14776275743483863,0.09013014683412486,1.158921449590453,0.2706839356033982,1.158921449590453
2018 Q1,0.08377717221542993,-0.0968624531112859,0.6838413869869785,1.112289838239449,0.14596957784695205,0.0896686434433767,1.1554053286557235,1.0180793671679085,1.1554053286557235
2018 Q2,0.09873046281643952,-0.05032238957142924,0.6842838872373028,1.1189006623345956,0.15210958639459216,0.0921538584101743,1.2187617369918844,1.3864989152992622,1.2187617369918844
2018 Q3,0.08378063675053282,-0.028430746864442115,0.6842416121384788,1.109109367874714,0.1510236740704379,0.09180772683451825,1.198020967509355,1.2919246649265876,1.198020967509355
2018 Q4,0.0837883969853395,-0.023152212883926625,0.6844336927016061,1.103363133432029,0.14983959549798734,0.0915183552550576,1.1837753417885242,1.0962381978544915,1.1837753417885242
2019 Q1,0.08379915691256022,-0.021341485660057204,0.6847679555271025,1.099706058840595,0.14865549663550912,0.09124883156646613,1.1661978538359328,0.7789044137465989,1.1661978538359328
2019 Q2,0.083769346051676,-0.03361526674391158,0.6839131667277172,1.094848770449261,0.14774734544879908,0.09098479477822177,1.1393191134665928,0.2990117932523473,1.1393191134665928
2019 Q3,0.08379716808868548,-0.02798816450451013,0.6838732826177086,1.117840532260448,0.14707620179685862,0.09113111744165237,1.0386775451922303,1.3023871179045843,1.0386775451922303
2019 Q4,0.09882483556401192,-0.041742796500458465,0.6841217829343812,1.1185631641032228,0.14589359548275496,0.09094362853025922,1.0165392835294174,-0.26662966813320144,1.0165392835294174
2020 Q1,0.083788686194494,-0.02790594424821293,0.6842071778416594,1.0992977196211426,0.14568989049800102,0.09128891336548692,0.9098639754451369,-0.3224830899113439,0.9098639754451369
2020 Q2,0.09886887711409752,-0.011470961998779929,0.6853745867842409,1.117918918925385,0.14589182402399278,0.09071497219964694,0.9732166469018971,-0.725304998470857,0.9732166469018971
2020 Q3,0.09875294065088272,-0.014016300358876063,0.6829204092335379,1.1312191780166627,0.144800836971323,0.09046721823856631,1.0211456204377483,-1.543931242492718,1.0211456204377483
2020 Q4,0.08545327715290356,-0.036476019589654476,0.7005543808484058,1.0439529836697568,0.09476384901013213,0.20824906542729957,0.8689644706532893,0.2857831312576373,0.8689644706532893
2021 Q1,0.09873304058796924,-0.011507603007314772,0.6829354538453387,1.115154432542624,0.14648999611184035,0.09032090100158484,1.079361192168393,0.5929130381558554,1.079361192168393
2021 Q2,0.08395951372577472,-0.03261140444884419,0.6825768590481817,1.103296501953802,0.14534373844804346,0.09005370892107784,1.0905375510092137,0.6797781483975693,1.0905375510092137
2021 Q3,0.08547951159153978,-0.0185791477816033,0.6999136808849311,1.0474573997129617,0.09506825446366868,0.2083221093621543,0.8884784939225794,1.0648262983822494,0.8884784939225794
2021 Q4,0.051923916713282524,-0.04930609678317276,0.6740465160905965,1.1447830779214918,0.23954359757758992,0.13518393229612183,0.9612686997798968,1.5931523006312398,0.9612686997798968
2022 Q1,0.045081041599155026,2.7649568147921147e-4,0.6943968495841818,0.8980722785938025,0.12483842508838786,0.2645201703326962,0.9674378039962658,2.505475099351015,0.9674378039962658
2022 Q2,0.051936515881823186,-0.06575837644302149,0.6745527978723902,1.1593695083223463,0.23847484636598093,0.13498326338723593,1.0576239318117477,2.5737679748856506,1.0576239318117477
2022 Q3,0.15863176918306204,0.08456456606540311,0.6539532558315951,1.205953436108009,0.20368590914179976,0.09045698031026277,1.0983580668131177,3.1834574778726332,1.0983580668131177
2022 Q4,0.08055503060544299,-9.427418699238521e-5,0.6536538478753874,1.2114306552619682,0.22290376778772647,0.08204030034998229,1.039514272792472,2.538235486236877,1.039514272792472
2023 Q1,0.08052317061306284,0.014623912293340258,0.6532308139227722,1.214720875708668,0.22236749633722247,0.08198903960227516,1.0875819439395351,1.3245258222088132,1.0875819439395351
2023 Q2,0.08580586450433979,0.0010408658462825598,0.6958853683083647,1.2083647364894237,0.24193860776792403,0.1978462595216826,1.1271529388998212,2.471856788862791,1.1271529388998212
2023 Q3,0.08408971122384461,0.0085386464016807,0.6838863959591274,1.0817300609631317,0.15487272796106788,0.09351633651426924,1.1956753462006884,0.8089225256899877,1.1956753462006884
2023 Q4,0.09883933645350734,-0.06380143632203286,0.6809428208974093,1.1018930323034084,0.14092857516005225,0.08842677016491904,1.163119490447784,1.0455365365819191,1.163119490447784
2024 Q1,0.0853894731324814,0.022391104375449028,0.6975158749248084,1.1012390904070195,0.09438514457423658,0.20374707514976775,1.0298838822784604,1.2802204126557826,1.0298838822784604
2024 Q2,0.08538977946429628,0.02913538619314046,0.697590210741295,1.1050451651403905,0.09430689276240847,0.20314292818535473,1.10159940867221,1.3888612860746752,1.10159940867221
2024 Q3,0.10078309495746246,-0.11962939912059052,0.690457250633094,1.0903722296875789,0.08881900364746116,0.16002084947675463,1.1425079039166723,0.3739355526345072,1.1425079039166723
2024 Q4,0.08540462759777963,0.02908156184966157,0.6976662050265058,1.1006883140972061,0.09413365704801652,0.2018586933240899,1.041140722025482,0.2606336557035771,1.041140722025482
2025 Q1,0.08540971622636699,0.022714798632991695,0.6977110174507273,1.092798384723866,0.09402338815649222,0.20112640601356338,1.0458879003487158,0.4956397002585481,1.0458879003487158
2025 Q2,0.08540257388074876,0.022476138839512938,0.6975675428455443,1.0892509980786989,0.09390860203746956,0.20043752680188823,1.0213579147821221,0.2971049326561076,1.0213579147821221
2025 Q3,0.10069743513676352,-0.06463356498694589,0.6928470445972845,1.180914200042558,0.09106960017740677,0.17648732494781677,0.9857187385188728,-0.18778735116127077,0.9857187385188728
2025 Q4,0.08570333521746532,-0.13240386277270316,0.7004909245196274,1.0919040455444338,0.09364726944781358,0.1993548977377341,0.9327648721378956,0.3877883069902738,0.9327648721378956
