date,saron,3m_libor,5y_bond,10y_bond,reer_eu_ppi,cpi,unemployment,employment,gdp,5y_unemp_forecast,5y_cpi_forecast,3m_interest_forecast,12m_interest_forecast,ex_av,ex_eom,ppi_eur,ppi_ch,Date,policy_rate
Nov 2009,0.043573,0.25,1.213,2.002,94.3718,103.724152436011,4.16488547224518,NA,NA,NA,NA,NA,NA,1.5104,1.5073,81.9369504208343,108.0401,2009-11,0.375
Dez 2009,0.031984,0.25167,1.239,1.972,94.7152,103.726924732036,4.19064720609073,NA,NA,NA,NA,NA,NA,1.5025,1.4844,82.1586782442728,108.2244,2009-12,0.375
Jan 2010,0.027068,0.25,1.214,2.01,95.8764,103.984686411625,3.79698218737127,NA,152918.186269434,NA,NA,0.300151515136364,0.752803030318182,1.4767,1.4678,82.5565028790509,108.588,2010-01,0.375
Feb 2010,0.037635,0.25,1.073,1.931,96.2669,103.962177362122,3.74388116727348,NA,NA,NA,NA,NA,NA,1.4673,1.4633,82.7042154466681,108.321,2010-02,0.375
Mär 2010,0.052509,0.24667,1.138,1.941,97.2682,103.929078381809,3.69169434857093,NA,NA,NA,NA,NA,NA,1.4484,1.4308,82.9774671272839,108.7181,2010-03,0.375
Apr 2010,0.027666,0.24583,1.108,1.865,97.6837,104.201911389196,3.68141338803053,NA,153723.752482883,NA,NA,0.2884375,0.736875,1.4339,1.4348,83.7716258019145,109.2959,2010-04,0.375
Mai 2010,0.016089,0.10833,0.88,1.573,98.388,104.056024946807,3.61497079890865,NA,NA,NA,NA,NA,NA,1.4199,1.4231,84.2000450906417,109.4055,2010-05,0.375
Jun 2010,0.059386,0.11167,0.87,1.509,100.6668,103.715469411459,3.50567488425722,NA,NA,NA,NA,NA,NA,1.3774,1.3225,84.5058239438503,108.9596,2010-06,0.375
Jul 2010,0.079548,0.17167,0.863,1.5,102.6958,103.679829796794,3.50681244359995,NA,154759.710634882,NA,NA,0.293619047619048,0.722571428571429,1.3471,1.3531,84.5820894511584,108.5267,2010-07,0.375
Aug 2010,0.318768,0.165,0.656,1.192,103.0527,103.721671811254,3.45487893852869,NA,NA,NA,NA,NA,NA,1.3428,1.2936,84.6989875105813,108.7072,2010-08,0.375
Sep 2010,0.093595,0.17833,0.809,1.372,105.4034,103.638523793307,3.35594438938215,NA,NA,NA,NA,NA,NA,1.3085,1.3302,84.871776238526,108.741,2010-09,0.375
Okt 2010,0.058606,0.16833,0.937,1.458,102.1572,103.793343425358,3.29604838490008,NA,156165.565176859,NA,NA,0.25125,0.622368421052632,1.3461,1.3687,84.9739995422647,108.4917,2010-10,0.375
Nov 2010,0.15866,0.17167,0.957,1.558,101.5085,104.099551726514,3.26416130835299,NA,NA,NA,NA,NA,NA,1.3445,1.2996,85.42627676985,108.0897,2010-11,0.375
Dez 2010,0.050282,0.17,1.09,1.674,105.576,104.286945521687,3.18515705910788,NA,NA,NA,NA,NA,NA,1.2806,1.2507,86.3455900408564,108.3749,2010-12,0.375
Jan 2011,0.10152,0.17,1.229,1.818,105.1195,104.285018764237,3.09467107650912,NA,156481.836198901,NA,NA,0.350730158714286,0.90133333335,1.2779,1.2852,87.1404967761187,108.4955,2011-01,0.375
Feb 2011,0.078858,0.17,1.254,1.897,103.1017,104.456206904983,3.04107151518281,NA,NA,NA,NA,NA,NA,1.2966,1.2806,87.6820048029411,108.3937,2011-02,0.375
Mär 2011,0.083753,0.18,1.346,1.931,103.1425,104.714221958341,2.99151989693894,NA,NA,NA,NA,NA,NA,1.2879,1.29873,88.3629534407141,108.5826,2011-03,0.375
Apr 2011,0.030437,0.185,1.419,2.083,101.699,104.548919158792,2.8863272157533,NA,157736.870270408,NA,NA,0.370393939409091,0.966031746047619,1.2978,1.2899,89.2830816311227,108.7273,2011-04,0.375
Mai 2011,0.02816,0.17583,1.205,1.849,104.8823,104.403386745925,2.82032323826699,NA,NA,NA,NA,NA,NA,1.254,1.226,89.3332439469569,108.253,2011-05,0.375
Jun 2011,0.07111,0.175,0.995,1.739,108.6222,104.353580992678,2.80708571823152,NA,NA,NA,NA,NA,NA,1.2093,1.208,89.336528367021,108.0897,2011-06,0.375
Jul 2011,0.05025,0.175,0.736,1.436,110.8336,104.0882100101,2.70739777409142,NA,156938.211528967,NA,NA,0.1193,0.336052631578947,1.1778,1.1454,89.5917398104755,107.6044,2011-07,0.375
Aug 2011,-0.009758,0.005,0.572,1.133,115.5576,103.930649993843,2.75410364765128,NA,NA,NA,NA,NA,NA,1.1205,1.1722,89.5089639945078,106.7347,2011-08,0.125
Sep 2011,0.008339,0.02333,0.393,1.003,107.5439,103.986524990544,2.75463255944979,NA,NA,NA,NA,NA,NA,1.201,1.21932,89.6641597467576,106.6713,2011-09,0.125
Okt 2011,0.002873,0.04333,0.423,1.082,104.8706,103.732526225036,2.79561806589058,NA,157374.280918387,NA,NA,0.0828260869565217,0.262348484863636,1.2298,1.21964,89.7625355859953,106.5529,2011-10,0.125
Nov 2011,0.02014,0.05167,0.326,0.945,103.7602,103.584441795176,2.76504880747004,NA,NA,NA,NA,NA,NA,1.2315,1.226,90.0989959933265,105.7103,2011-11,0.125
Dez 2011,0.018136,0.05167,0.199,0.74,103.9748,103.618625653445,2.78127476887099,NA,NA,NA,NA,NA,NA,1.2276,1.2158,90.1260286503398,105.9712,2011-12,0.125
Jan 2012,-0.012948,0.07,0.249,0.735,104.903,103.50315218607,2.79344838149291,NA,157839.9917105,NA,NA,0.0541666666875,0.216555555533333,1.2111,1.20571,90.6218999617598,105.9686,2012-01,0.125
Feb 2012,-0.001064,0.08667,0.192,0.72,105.8006,103.560916201081,2.83944052121666,NA,NA,NA,NA,NA,NA,1.2072,1.20534,91.0593321966332,106.794,2012-02,0.125
Mär 2012,0.007232,0.11,0.313,0.854,105.5469,103.71687252268,2.79161992303981,NA,NA,NA,NA,NA,NA,1.2063,1.2048,91.4541708111066,106.9461,2012-03,0.125
Apr 2012,-0.017135,0.11167,0.211,0.735,105.4264,103.589606740905,2.78997220699164,NA,157976.460280331,NA,NA,0.0723765432222222,0.215356209176471,1.2022,1.20129,91.8116855259942,106.811,2012-04,0.125
Mai 2012,0.016374,0.0975,0.067,0.61,106.0577,103.416430276645,2.82369513041824,NA,NA,NA,NA,NA,NA,1.2012,1.20105,91.674696262649,106.9116,2012-05,0.125
Jun 2012,0.027838,0.087,0.069,0.678,106.3097,103.285746515818,2.90735891537547,NA,NA,NA,NA,NA,NA,1.201,1.20128,91.2710034972221,106.7705,2012-06,0.125
Jul 2012,-0.057817,0.06,-0.043,0.561,106.1042,103.303116114938,2.90522376857341,NA,159088.624468181,NA,NA,0.0692,0.251070175421053,1.201,1.20105,91.413602468849,106.694,2012-07,0.125
Aug 2012,-0.023866,0.046,-0.05,0.569,105.6397,103.363644941562,2.95300604815679,NA,NA,NA,NA,NA,NA,1.2011,1.20085,92.2173403211327,107.0017,2012-08,0.125
Sep 2012,0.022813,0.044,0.043,0.599,105.0705,103.458848851558,2.95260643446167,NA,NA,NA,NA,NA,NA,1.2089,1.2098,92.2568757764963,107.1187,2012-09,0.125
Okt 2012,-0.027541,0.032,0.034,0.597,105.0131,103.426811338739,2.99627715997122,NA,159548.718438711,NA,NA,0.0625,0.13745,1.2098,1.20774,92.1438047365365,107.1001,2012-10,0.125
Nov 2012,0.04,0.03,-0.016,0.53,105.8033,103.20681309937,3.06723967543337,NA,NA,NA,NA,NA,NA,1.2052,1.20443,92.0652356846526,107.2466,2012-11,0.125
Dez 2012,0.032766000000000003,0.012,0.017,0.557,105.4749,103.161348540316,3.07883626252475,NA,NA,NA,NA,NA,NA,1.2091,1.2072,92.0878303237355,107.3847,2012-12,0.125
Jan 2013,-0.028182,0.022,0.282,0.789,103.6629,103.236692215634,3.09324001043231,NA,160393.195119444,NA,NA,0.0461998245789474,0.114141578947368,1.228,1.23542,92.1002156423102,107.2834,2013-01,0.125
Feb 2013,-0.035067,0.022,0.167,0.721,103.5879,103.298411498046,3.14013365971285,NA,NA,NA,NA,NA,NA,1.2298,1.22002,92.1379683851349,107.2637,2013-02,0.125
Mär 2013,-0.017292,0.022,0.145,0.747,103.9285,103.195873071217,3.09142743838316,NA,NA,NA,NA,NA,NA,1.2264,1.21708,91.9504486068189,107.2524,2013-03,0.125
Apr 2013,-0.008163,0.02,0.048,0.612,105.1163,103.002581474243,3.09185277854987,NA,161517.801012595,NA,NA,0.0407207792272727,0.109714285714286,1.2198,1.2252,91.5450374730518,107.5076,2013-04,0.125
Mai 2013,-0.024285,0.016,0.176,0.76,103.4528,102.98842972545,3.12541504453907,NA,NA,NA,NA,NA,NA,1.2406,1.24137,91.3168443098125,107.2136,2013-05,0.125
Jun 2013,0.004224,0.019,0.407,1.06,104.4245,103.154594803687,3.10752932415964,NA,NA,NA,NA,NA,NA,1.2326,1.23481,91.1994206158637,107.2855,2013-06,0.125
Jul 2013,-0.005746,0.018,0.4,1.097,103.9982,103.237171567189,3.20219540697723,NA,162637.549698104,NA,NA,0.0506720779090909,0.163305442190476,1.2364,1.23092,91.1295081763763,107.2414,2013-07,0.125
Aug 2013,0.010574,0.018,0.42,1.142,104.2907,103.262673185946,3.15186063749635,NA,NA,NA,NA,NA,NA,1.2334,1.23157,91.2387781496117,107.2831,2013-08,0.125
Sep 2013,-0.001193,0.022,0.362,1.11,104.3163,103.299123406432,3.14990778207994,NA,NA,NA,NA,NA,NA,1.2338,1.2223,91.2546014543414,107.3978,2013-09,0.125
Okt 2013,-0.016479,0.019,0.328,1.07,104.5719,103.18407313713,3.19787589216601,NA,163032.335801364,NA,NA,0.062751754,0.209139628857143,1.2314,1.2331,90.7321831678934,107.1369,2013-10,0.125
Nov 2013,-0.033343,0.015,0.266,1.031,104.5899,103.215921140306,3.17102499648992,NA,NA,NA,NA,NA,NA,1.2319,1.23227,90.7313489923562,107.0755,2013-11,0.125
Dez 2013,0.089315,0.023,0.419,1.253,104.786,103.26804552445,3.27728080174555,NA,NA,NA,NA,NA,NA,1.2249,1.2264,91.1438190067438,107.1191,2013-12,0.125
Jan 2014,-0.015391,0.018,0.196,0.983,104.3928,103.255038494493,3.09332836691843,NA,163793.360334227,NA,NA,0.0673821848823529,0.19024625,1.2312,1.22314,90.6799218443725,107.1227,2014-01,0.125
Feb 2014,-0.02602,0.022,0.206,0.951,105.3692,103.209815260159,3.04185654463731,NA,NA,NA,NA,NA,NA,1.2213,1.21603,90.4214879922228,106.8225,2014-02,0.125
Mär 2014,-3.16e-4,0.022,0.227,0.955,105.8997,103.166238954845,3.09034213706083,NA,NA,NA,NA,NA,NA,1.2178,1.21993,90.2517923924521,106.8428,2014-03,0.125
Apr 2014,-0.038873,0.017,0.174,0.86,105.5777,103.201140436455,3.09238735481573,NA,164879.928711737,NA,NA,0.0343047618888889,0.0974292437058824,1.2191,1.21947,90.2741713832306,106.6301,2014-04,0.125
Mai 2014,-0.022355,0.012,0.114,0.77,105.7482,103.2397325161,3.02596393958411,NA,NA,NA,NA,NA,NA,1.2204,1.22099,90.2546145682421,106.6683,2014-05,0.125
Jun 2014,-0.036625,0.008,0.117,0.714,105.8461,103.191399579429,3.00623061462745,NA,NA,NA,NA,NA,NA,1.2181,1.21507,90.3224566087487,106.6998,2014-06,0.125
Jul 2014,-0.034751,0.018,0.082,0.616,106.2002,103.230659265564,3.00015712629714,NA,166137.261356355,NA,NA,0.037617449,0.168146703307692,1.215,1.21652,89.9417941379014,106.5709,2014-07,0.125
Aug 2014,0.006218,0.018,0.073,0.529,106.409,103.27229133421,3.05114845638345,NA,NA,NA,NA,NA,NA,1.2119,1.20607,89.6591507157382,106.3451,2014-08,0.125
Sep 2014,0.01231,0.006,0.069,0.589,106.5373,103.191716830545,3.04736643826823,NA,NA,NA,NA,NA,NA,1.2077,1.20652,89.7598921120123,106.3086,2014-09,0.125
Okt 2014,-0.034484,0.015,0.082,0.558,106.6937,103.150819911174,3.00071428006256,NA,167290.669722024,NA,NA,0.0312463157894737,0.0586469173157895,1.2078,1.20588,89.418201910567,106.2959,2014-10,0.125
Nov 2014,-0.015032,0.001,-0.016,0.413,106.8088,103.120278204232,2.9756754517879,NA,NA,NA,NA,NA,NA,1.2026,1.20182,89.1945739968545,105.5533,2014-11,0.125
Dez 2014,0.003368,-0.063,-0.092,0.375,107.0786,102.955536650509,3.07684682209896,NA,NA,NA,NA,NA,NA,1.2024,1.20253,88.5041943473448,105.3129,2014-12,-0.25
Jan 2015,-0.678498,-0.854,-0.541,-0.067,117.816,102.710897426026,3.09388017894225,NA,167214.097936368,3.3076278781427,1.13076923076923,-0.690336134470588,-0.494642857125,1.0983,1.04424,87.3573893506552,105.216,2015-01,-0.75
Feb 2015,-0.7561,-0.85,-0.48,0.015,120.51220000000001,102.401032896591,3.04236122346791,NA,NA,NA,NA,NA,NA,1.0623,1.06676,87.8014984447045,104.4858,2015-02,-0.75
Mär 2015,-0.730568,-0.814,-0.475,-0.001,120.2202,102.298333239109,3.08922977858668,NA,NA,NA,NA,NA,NA,1.0609,1.04547,88.0517810930484,104.605,2015-03,-0.75
Apr 2015,-0.722648,-0.794,-0.417,0.04,120.5189,102.047774805546,3.09290524756328,NA,167493.93301796,3.44078191000978,1.01,-0.774489795928571,-0.601612244928571,1.0382,1.04929,88.3039912955237,102.9071,2015-04,-0.75
Mai 2015,-0.726401,-0.788,-0.525,-0.031,119.6897,102.019844757449,3.12542048585671,NA,NA,NA,NA,NA,NA,1.0398,1.03424,88.3911569776871,102.0878,2015-05,-0.75
Jun 2015,-0.727129,-0.789,-0.523,0.101,119.2255,102.092729080121,3.20413154352381,NA,NA,NA,NA,NA,NA,1.0448,1.03768,88.252293589755,102.0588,2015-06,-0.75
Jul 2015,-0.738677,-0.739,-0.545,-0.035,118.7059,101.907093711902,3.19795494579644,NA,168664.336343476,3.3925980571326,0.945454545454545,-0.6946548214375,-0.557714107125,1.0488,1.05362,87.8575097972217,101.8151,2015-07,-0.75
Aug 2015,-0.724588,-0.724,-0.555,-0.124,115.7169,101.791086995662,3.15036436838406,NA,NA,NA,NA,NA,NA,1.0782,1.0793,87.1785723466037,101.2479,2015-08,-0.75
Sep 2015,-0.719895,-0.733,-0.577,-0.1,114.6139,101.744851349731,3.24550901308564,NA,NA,NA,NA,NA,NA,1.0918,1.09255,86.6726576879951,101.2077,2015-09,-0.75
Okt 2015,-0.724732,-0.732,-0.739,-0.272,115.6517,101.758335290295,3.20297867296291,NA,169924.619754245,3.39399686668754,1.05333333333333,-0.754611111111111,-0.628111111111111,1.0879,1.08667,86.4068519096866,101.4797,2015-10,-0.75
Nov 2015,-0.72187,-0.832,-0.875,-0.311,116.4991,101.772949145392,3.2793174976217,NA,NA,NA,NA,NA,NA,1.083,1.09055,86.2645414730411,101.7738,2015-11,-0.75
Dez 2015,-0.721086,-0.756,-0.533,-0.039,116.6317,101.613394290227,3.27741283948117,NA,NA,NA,NA,NA,NA,1.083,1.08169,85.7649049536018,101.5147,2015-12,-0.75
Jan 2016,-0.723007,-0.757,-0.729,-0.299,116.4515,101.486477956323,3.29521473130451,NA,170489.373353801,3.37346916633694,1.15625,-0.769579831941177,-0.539579831941176,1.0932,1.11123,84.7109267058083,101.3673,2016-01,-0.75
Feb 2016,-0.733788,-0.8046,-0.9,-0.453,115.9381,101.45002215274,3.34183403699919,NA,NA,NA,NA,NA,NA,1.1018,1.09145,84.0773857430373,100.8608,2016-02,-0.75
Mär 2016,-0.737954,-0.7292,-0.74,-0.387,116.6804,101.482070381338,3.38927370396002,NA,NA,NA,NA,NA,NA,1.0921,1.09356,84.4430002781276,100.945,2016-03,-0.75
Apr 2016,-0.726368,-0.7294,-0.745,-0.245,116.9424,101.575106191607,3.29307653709713,NA,170977.67772724,3.40352490239394,1.10072492928571,-0.770891428571429,-0.71347380952381,1.0931,1.09594,84.4294372622195,101.1639,2016-04,-0.75
Mai 2016,-0.729792,-0.7352,-0.758,-0.298,115.7955,101.578977838684,3.32435016041793,NA,NA,NA,NA,NA,NA,1.1054,1.10358,85.0292003315037,101.608,2016-05,-0.75
Jun 2016,-0.765593,-0.7798,-0.982,-0.508,116.6382,101.66732111793701,3.30265357336055,NA,NA,NA,NA,NA,NA,1.0901,1.08836,85.4920858451468,101.426,2016-06,-0.75
Jul 2016,-0.745432,-0.7476,-0.92,-0.543,116.6631,101.679903599187,3.29561228313833,NA,171378.312281796,3.34570379760302,1.05540277777778,-0.7248425,-0.674481875,1.0867,1.08441,85.6860546342478,101.3466,2016-07,-0.75
Aug 2016,-0.731087,-0.7364,-0.822,-0.462,116.3703,101.60921510618,3.34883641649228,NA,NA,NA,NA,NA,NA,1.0876,1.09561,85.5042489076719,101.1358,2016-08,-0.75
Sep 2016,-0.744965,-0.75,-0.881,-0.522,115.8646,101.590529486133,3.34515752944129,NA,NA,NA,NA,NA,NA,1.0922,1.08288,85.5853021572151,101.2233,2016-09,-0.75
Okt 2016,-0.729412,-0.73,-0.777,-0.362,115.4744,101.572937060495,3.30375118096843,NA,171448.858064538,3.25297563641218,1.06307692307692,-0.738346923076923,-0.665817692307692,1.0883,1.08275,86.0927276529253,101.1471,2016-10,-0.75
Nov 2016,-0.728146,-0.749,-0.65,-0.13,116.7534,101.541676267065,3.28278014419544,NA,NA,NA,NA,NA,NA,1.0759,1.07818,86.3370985719455,101.2948,2016-11,-0.75
Dez 2016,-0.731921,-0.7292,-0.655,-0.135,115.6195,101.63048327178,3.27850522707833,NA,NA,NA,NA,NA,NA,1.0754,1.07371,87.2302390430579,101.3203,2016-12,-0.75
Jan 2017,-0.732656,-0.7286,-0.626,-0.072,115.5043,101.862147158027,3.19647650379685,NA,171890.520716294,3.41023210046136,1.234084,-0.7462225,-0.69262625,1.0713,1.06539,87.8488043157347,101.6076,2017-01,-0.75
Feb 2017,-0.72986,-0.7262,-0.752,-0.213,115.8416,102.023411283802,3.14089998820389,NA,NA,NA,NA,NA,NA,1.0659,1.06478,87.9189492069542,101.2478,2017-02,-0.75
Mär 2017,-0.737014,-0.7296,-0.594,-0.1,115.4228,101.962021557541,3.19126711752736,NA,NA,NA,NA,NA,NA,1.0706,1.06958,87.7285080010907,101.3845,2017-03,-0.75
Apr 2017,-0.738899,-0.73,-0.589,-0.096,114.6657,102.056874239257,3.19240956333869,NA,173304.085184347,3.124781131986,1.20588235294118,-0.74004,-0.57278125,1.0723,1.08241,88.0624154718508,101.2397,2017-04,-0.75
Mai 2017,-0.734836,-0.7296,-0.659,-0.145,113.1224,102.027907564606,3.12303654457818,NA,NA,NA,NA,NA,NA,1.0897,1.08883,87.8924912458567,100.8787,2017-05,-0.75
Jun 2017,-0.734155,-0.73,-0.5,-0.025,113.6823,101.908639764784,3.10101739859565,NA,NA,NA,NA,NA,NA,1.0875,1.09297,87.6449555528629,100.7698,2017-06,-0.75
Jul 2017,-0.732636,-0.7256,-0.419,0.06,111.9573,101.970738959557,3.09283306712936,NA,174662.085724644,3.1693170268565,1.1,-0.741915,-0.6523,1.1054,1.13765,87.4178920680784,100.75,2017-07,-0.75
Aug 2017,-0.732305,-0.7262,-0.581,-0.114,108.3205,102.079011550917,3.04754436284573,NA,NA,NA,NA,NA,NA,1.1396,1.14606,87.7254925542308,100.6717,2017-08,-0.75
Sep 2017,-0.742996,-0.726,-0.488,0.017,107.7219,102.235855328416,3.04633870746126,NA,NA,NA,NA,NA,NA,1.1468,1.14531,87.8873229785905,101.066,2017-09,-0.75
Okt 2017,-0.737404,-0.7268,-0.524,-0.029,107.1037,102.28931998531,3.00449001758599,NA,176421.985435405,3.05255160733906,1.17028388888889,-0.717387647058824,-0.590161764705882,1.1542,1.16066,88.0792639941449,101.2246,2017-10,-0.75
Nov 2017,-0.736376,-0.752,-0.507,-0.053,106.2243,102.376210436749,2.98690986886408,NA,NA,NA,NA,NA,NA,1.1643,1.16782,88.7026185749068,101.6981,2017-11,-0.75
Dez 2017,-0.746149,-0.7462,-0.519,-0.095,105.4157,102.535492305591,2.98089224100237,NA,NA,NA,NA,NA,NA,1.169,1.16905,89.0052586260644,101.8354,2017-12,-0.75
Jan 2018,-0.740278,-0.745,-0.426,0.103,105.2272,102.59504613043,2.89692121842555,NA,178249.622833449,3.09398307216459,1.15214285714286,-0.727777274857143,-0.505345307,1.1725,1.16,89.1982347169971,102.1235,2018-01,-0.75
Feb 2018,-0.759249,-0.7446,-0.474,0.116,107.5417,102.690406209119,2.83849316027574,NA,NA,NA,NA,NA,NA,1.1544,1.15179,89.2697662074666,102.485,2018-02,-0.75
Mär 2018,-0.73834,-0.7354,-0.529,0.054,105.8715,102.786588814066,2.69314319402228,NA,NA,NA,NA,NA,NA,1.1682,1.1752,89.4075809709294,102.5054,2018-03,-0.75
Apr 2018,-0.729806,-0.7282,-0.423,0.12,104.0416,102.858555151778,2.59051060121814,NA,179585.017623939,2.96548089792299,1.30377848175,-0.71432,-0.47146125,1.18815,1.19776,89.800847625583,102.7556,2018-04,-0.75
Mai 2018,-0.728226,-0.7348,-0.562,-0.008,103.9251,103.012242337201,2.51945426731766,NA,NA,NA,NA,NA,NA,1.17862,1.15669,90.658912028792,102.4822,2018-05,-0.75
Jun 2018,-0.730086,-0.7316,-0.512,-0.012,105.7787,103.082888418179,2.49762407097717,NA,NA,NA,NA,NA,NA,1.15552,1.15714,90.9062443891304,102.644,2018-06,-0.75
Jul 2018,-0.730823,-0.7278,-0.4,0.042,105.0555,103.186463350071,2.48956714283538,NA,179339.182539901,2.97876669720177,1.17910526315789,-0.722789473684211,-0.484210526315789,1.16196,1.15843,91.3431908021983,102.8213,2018-07,-0.75
Aug 2018,-0.731997,-0.7284,-0.483,-0.032,106.6723,103.207750671796,2.44629764188603,NA,NA,NA,NA,NA,NA,1.14049,1.12928,91.6456802273916,102.8736,2018-08,-0.75
Sep 2018,-0.785767,-0.7358,-0.351,0.113,107.3078,103.260936149363,2.44933009177286,NA,NA,NA,NA,NA,NA,1.12882,1.13493,91.9839502082356,102.6418,2018-09,-0.75
Okt 2018,-0.73731,-0.7454,-0.412,0.071,105.8483,103.416979035665,2.40661218666119,NA,180280.060441052,2.93582279413127,1.17684210526316,-0.72792594625,-0.546520336375,1.14121,1.14034,92.6475748360087,102.6509,2018-10,-0.75
Nov 2018,-0.732697,-0.7382,-0.5,-0.015,106.2696,103.372516410169,2.39330844061547,NA,NA,NA,NA,NA,NA,1.13746,1.1327,92.3662304781215,102.36,2018-11,-0.75
Dez 2018,-0.730971,-0.7134,-0.6,-0.154,107.4496,103.25345918835,2.38708995650582,NA,NA,NA,NA,NA,NA,1.12961,1.1265,91.7789876598463,102.2716,2018-12,-0.75
Jan 2019,-0.731819,-0.713,-0.625,-0.21,107.0707,103.178842772065,2.39965411060456,NA,180624.052695216,2.90890988414589,1.16161111111111,-0.739771332529412,-0.630629990823529,1.12959,1.14065,91.8419198833436,101.8931,2019-01,-0.75
Feb 2019,-0.738785,-0.7156,-0.632,-0.236,106.5393,103.263304516342,2.33717543711621,NA,NA,NA,NA,NA,NA,1.1366,1.13444,91.8133619774464,101.8519,2019-02,-0.75
Mär 2019,-0.737656,-0.7122,-0.745,-0.352,106.7408,103.485818150458,2.29386488618197,NA,NA,NA,NA,NA,NA,1.13145,1.11686,91.88294062345,102.0152,2019-03,-0.75
Apr 2019,-0.73173,-0.7138,-0.684,-0.267,106.3101,103.648693295336,2.28637677519313,NA,181825.251451664,2.91198515056245,1.08571428571429,-0.736,-0.596,1.13157,1.141,92.0377822079475,102.1006,2019-04,-0.75
Mai 2019,-0.73687,-0.713,-0.836,-0.445,106.5364,103.724049820768,2.31283017020068,NA,NA,NA,NA,NA,NA,1.13077,1.12076,92.2293533448213,102.1321,2019-05,-0.75
Jun 2019,-0.74023,-0.7256,-0.88,-0.482,108.1883,103.677888763005,2.29170558400839,NA,NA,NA,NA,NA,NA,1.1165,1.10934,91.4599048635766,101.905,2019-06,-0.75
Jul 2019,-0.74512,-0.768,-1.006,-0.654,109.1056,103.499178535086,2.28498937416021,NA,182369.174588578,2.81529169332368,0.955555555555556,-0.792222222222222,-0.625555555555556,1.10792,1.10402,91.2684703789844,101.8383,2019-07,-0.75
Aug 2019,-0.74726,-0.8554,-1.158,-0.975,111.0558,103.477573280368,2.24307579393648,NA,NA,NA,NA,NA,NA,1.08933,1.09136,90.8642099517356,101.7579,2019-08,-0.75
Sep 2019,-0.74627,-0.7632,-0.904,-0.7,110.7181,103.414117908527,2.25218037692255,NA,NA,NA,NA,NA,NA,1.09055,1.08585,90.7841680347013,101.6022,2019-09,-0.75
Okt 2019,-0.73297,-0.7594,-0.746,-0.511,110.1422,103.195630921008,2.30909621548953,NA,182744.940393333,2.84929878542415,0.997287368421053,-0.736522585666667,-0.709093277944444,1.0979,1.10187,90.7464889974043,101.4274,2019-10,-0.75
Nov 2019,-0.7065,-0.7228,-0.782,-0.58,109.7448,103.249437093268,2.30085311116012,NA,NA,NA,NA,NA,NA,1.09778,1.10006,90.8491425604177,101.1074,2019-11,-0.75
Dez 2019,-0.65925,-0.6884,-0.682,-0.456,110.2274,103.421224300931,2.29533809390348,NA,NA,NA,NA,NA,NA,1.09305,1.08584,91.0516649278454,101.2353,2019-12,-0.75
Jan 2020,-0.70191,-0.69,-0.84,-0.698,112.0895,103.312976188856,2.30518495503981,NA,180770.21480618,2.78907185590387,0.79,-0.817,-0.794857142857143,1.07638,1.06994,91.0000674183572,101.3214,2020-01,-0.75
Feb 2020,-0.70741,-0.7352,-0.936,-0.832,113.2066,103.14852410416,2.33769069381685,NA,NA,NA,NA,NA,NA,1.06504,1.06436,90.3678957110847,100.6748,2020-02,-0.75
Mär 2020,-0.66619,-0.6554,-0.573,-0.368,114.9728,102.946479666919,2.89446906848691,NA,NA,NA,NA,NA,NA,1.05902,1.05882,89.1571157779993,100.5882,2020-03,-0.75
Apr 2020,-0.65946,-0.5832,-0.669,-0.487,115.9908,102.591690421918,3.28142003679481,NA,169261.096645753,3.07291282399869,1.08146,-0.729278373625,-0.7320975944375,1.05442,1.05685,87.6410214860935,100.0323,2020-04,-0.75
Mai 2020,-0.65962,-0.651,-0.634,-0.471,115.4153,102.389577103799,3.50593097941879,NA,NA,NA,NA,NA,NA,1.05675,1.06913,87.3602771361344,99.6733,2020-05,-0.75
Jun 2020,-0.66239,-0.676,-0.622,-0.439,113.6929,102.416009744308,3.48513041565498,NA,NA,NA,NA,NA,NA,1.07173,1.06791,87.8842776571797,99.8369,2020-06,-0.75
Jul 2020,-0.7037,-0.7048,-0.708,-0.529,113.7075,102.521110561828,3.3790853780338,NA,179552.927120173,2.90433822180204,1.0461875,-0.735312643076923,-0.721466489230769,1.07056,1.07648,88.3899852382254,99.7983,2020-07,-0.75
Aug 2020,-0.70568,-0.7204,-0.661,-0.41,112.7853,102.547051328524,3.43819493998104,NA,NA,NA,NA,NA,NA,1.07678,1.07537,88.3766450907347,99.5486,2020-08,-0.75
Sep 2020,-0.71371,-0.7806,-0.727,-0.5,112.758,102.594039440867,3.35321225160731,NA,NA,NA,NA,NA,NA,1.07837,1.08069,88.4878715669866,99.6868,2020-09,-0.75
Okt 2020,-0.71804,-0.7666,-0.736,-0.518,113.2096,102.628858736577,3.31081493918407,NA,181194.270754243,2.97904882327008,0.835980923076923,-0.742895076923077,-0.735098307692308,1.07399,1.06927,88.6479315809279,99.8349,2020-10,-0.75
Nov 2020,-0.72109,-0.784,-0.687,-0.509,112.6511,102.569058308223,3.30774751913686,NA,NA,NA,NA,NA,NA,1.07798,1.08232,89.0385684826992,99.7556,2020-11,-0.75
Dez 2020,-0.726264,-0.7638,-0.722,-0.525,111.9661,102.65868105534,3.40457774284195,NA,NA,NA,NA,NA,NA,1.08156,1.08216,89.8397094073066,100,2020-12,-0.75
