quarter,unemp_rate,spf_5y_unemp,log_gdp,gdp_gap,gdp_gap_lag_1,gdp_gap_lag_2
2015 Q3,3.1979427757553798,3.3925980571326,12.03566584336065,0.09189650637273072,-0.15558004441180304,0.12607219470231726
2015 Q4,3.2532363366885932,3.39399686668754,12.043110204485368,0.38781721528291857,0.09189650637273072,-0.15558004441180304
2016 Q1,3.3421074907545734,3.37346916633694,12.04642824739267,0.2717548434947342,0.38781721528291857,0.09189650637273072
2016 Q2,3.3066934236252035,3.40352490239394,12.049288287356978,0.11059577231175134,0.2717548434947342,0.38781721528291857
2016 Q3,3.3298687430239666,3.34570379760302,12.05162874436155,-0.10193299285565863,0.11059577231175134,0.2717548434947342
2016 Q4,3.2883455174140668,3.25297563641218,12.052040297411247,-0.5069476667944162,-0.10193299285565863,0.11059577231175134
2017 Q1,3.1762145365093666,3.41023210046136,12.054613045675309,-0.6955587397336076,-0.5069476667944162,-0.10193299285565863
2017 Q2,3.1388211688375067,3.124781131986,12.062803048330345,-0.32196385887298473,-0.6955587397336076,-0.5069476667944162
2017 Q3,3.0622387124787833,3.1693170268565,12.070608447523837,0.01428234988692283,-0.32196385887298473,-0.6955587397336076
2017 Q4,2.990764042484147,3.05255160733906,12.080634048776215,0.5744928253523577,0.01428234988692283,-0.32196385887298473
2018 Q1,2.8095191909078565,3.09398307216459,12.090940222332923,1.165528052362206,0.5744928253523577,0.01428234988692283
2018 Q2,2.5358629798376566,2.96548089792299,12.098404010568407,1.4755566706396088,1.165528052362206,0.5744928253523577
2018 Q3,2.46173162549809,2.97876669720177,12.097034166337409,0.9051899129047931,1.4755566706396088,1.165528052362206
2018 Q4,2.39567019459416,2.93582279413127,12.102266812066631,0.9968537461548194,0.9051899129047931,1.4755566706396088
2019 Q1,2.3435648113009133,2.90890988414589,12.104173093241121,0.755910699525564,0.9968537461548194,0.9051899129047931
2019 Q2,2.2969708431340665,2.91198515056245,12.110801347954077,0.9848195293767287,0.755910699525564,0.9968537461548194
2019 Q3,2.2600818483397465,2.81529169332368,12.113788343374305,0.8444094554416279,0.9848195293767287,0.755910699525564
