"","quarter","gamma_pi","gamma_y","phi","rho_tp","sigma_policy","xi_i","xi_tp_bar","xi_tp_cycl","natural_rate","fitted_obs"
"1",2018 Q1,0.466854042378761,0.596291193904101,0.521528367595676,0.891074406277247,0.325855026822916,0.256348089023876,0.0253353336310743,0.140950184574327,-0.0052400287906889,0.665827682534776
"2",2018 Q2,0.47141004594875,0.596856766623854,0.523228188808669,0.89072169825545,0.326986457738718,0.254984017262172,0.0715547208915214,0.139727877468378,-0.0154950921438619,0.569058885291186
"3",2018 Q3,0.476717437523625,0.597600396818092,0.525227084862904,0.890179795851395,0.328236283283645,0.253493613165807,0.0332939665017164,0.138554823094875,-0.0217795691838605,0.49704410621012
"4",2018 Q4,0.481921429030086,0.598323791363155,0.527192823342535,0.889695356785993,0.329472104291338,0.252016994492761,0.0231049697036624,0.137343641997999,-0.0253411943318739,0.44325929624537
"5",2019 Q1,0.482081803224945,0.598351598327503,0.527354294953065,0.889483339059078,0.329533267018358,0.252110577238763,0.0313369879059437,0.137122872368004,-0.0568190826119215,0.139733645986568
"6",2019 Q2,0.486425704665362,0.598945293053994,0.529029669193728,0.889027324958534,0.330568375609496,0.250943261818297,0.0241991675688113,0.136050516977797,-0.0649792027042983,0.011869997760361
"7",2019 Q3,0.475052065233026,0.59739147068783,0.524995111670821,0.890149822472969,0.32802768665566,0.2545037132227,0.0357840929995595,0.13772689705426,-0.118742959441297,-0.522141179603394
"8",2019 Q4,0.4775221097862,0.597733472688647,0.525821399244264,0.889835246369826,0.328541931154586,0.253650389495197,0.0266494664914304,0.137596474903135,-0.0803502081029118,-0.28106010014807
"9",2020 Q1,0.479801251060846,0.598052646009085,0.526823559322866,0.889940584790382,0.329208574020331,0.253143017225065,0.0269074510147289,0.136313675302093,-0.0928096267280456,-0.473360758066438
"10",2020 Q2,0.483008884808653,0.598338225928403,0.52791008820767,0.889590471236158,0.329900089450059,0.252063944260859,0.0626559782272826,0.135958242813693,-0.0621580715541216,-0.279106115313992
"11",2020 Q3,0.487962207066355,0.598970477119362,0.529753312835984,0.889159380631225,0.331060086881954,0.250642350262276,0.0289499609493667,0.134868194078103,-0.052643916779386,-0.25335114899963
"12",2020 Q4,0.492635954418375,0.599588917879546,0.53155537337442,0.888721560504427,0.33216768571225,0.249377398118984,0.0830139773439536,0.133687730046201,-0.0534025882080456,-0.313487489622462
"13",2021 Q1,0.492785551640984,0.599600929583346,0.531453541757444,0.888739803768383,0.332129852089802,0.249148034867089,0.0500843958334629,0.134159235690445,-0.0146371965682927,-0.00638973806093318
"14",2021 Q2,0.495697011232311,0.600059850000048,0.53247697655299,0.888483485553905,0.332755468924223,0.248230061513109,0.0489120112716092,0.133834574709704,0.00894645241715896,0.193010828323535
"15",2021 Q3,0.499408484146866,0.60044405747059,0.533873636621158,0.888055175907585,0.333575388482094,0.24742357540023,0.0271746530993077,0.132992311954286,-0.012251112161222,0.00656369107158413
"16",2021 Q4,0.502897310049997,0.601148670548384,0.535261035188524,0.88775325127242,0.334420391502657,0.246353101831897,0.0448997192119483,0.132187989560748,0.00337018214770749,0.136420386136745
"17",2022 Q1,0.493418088604027,0.600005559940479,0.531574439656828,0.889081945554198,0.332203414403145,0.248725427864115,0.0747469047001973,0.134387117219604,0.058787837936822,0.643694504253407
"18",2022 Q2,0.471836434776168,0.597090478594056,0.523354888857518,0.891527894595729,0.327122420147253,0.254725626448206,0.053188607539668,0.139274602228375,0.134616995111749,1.35791649710533
"19",2022 Q3,0.423475946588514,0.598255331221513,0.527340687152984,0.893144488097088,0.321257031989194,0.260220431232835,0.0579811889947656,0.13769698619228,0.156841532037627,1.05303833373429
"20",2022 Q4,0.471573077408145,0.610437426320236,0.55706988134069,0.886825243207823,0.334248197985265,0.259978551138572,0.0610647552361719,0.130966743652164,0.108087527698233,1.41725158268865
"21",2023 Q1,0.522939490791326,0.619935226375328,0.581695725737229,0.87919110843529,0.342912797455461,0.256850485833138,0.0562407383178373,0.127469809324906,0.0615388166824275,1.40261606688509
"22",2023 Q2,0.694107976691706,0.648802872424117,0.669810531982484,0.824883651536226,0.381199556892274,0.244392917154882,0.0298774736919699,0.13060440493707,-0.0193697330805289,0.99453741148649
"23",2023 Q3,0.748590401593606,0.663210992943431,0.701487399993955,0.7974523955749,0.393065485979012,0.237032327110011,0.0740108969017897,0.13397872536465,-0.0367693551400042,1.0051382561245
"24",2023 Q4,0.771442903010235,0.670104216811681,0.71575327271137,0.789209177132019,0.395765847104658,0.232337707579033,0.0698961784922556,0.137593340745224,-0.0653403825368394,0.853098818986834
"25",2024 Q1,0.786037317703725,0.674262719478923,0.729408478333347,0.783671884114765,0.398404034765883,0.227854632946648,0.0489302114126964,0.140678939964539,-0.0807917759103972,0.773209923817593
"26",2024 Q2,0.785303226119671,0.67949509905637,0.732298248514582,0.784778350031338,0.395708555270198,0.22671162878178,0.0455280317626606,0.140596070924327,-0.0848351836781223,0.684263705088169
"27",2024 Q3,0.778673915417335,0.683529111879713,0.73464647076932,0.78827613604498,0.392919265804287,0.22694936379048,0.0413934909965832,0.139552999250638,-0.106553448419266,0.476025932697358
"28",2024 Q4,0.773510405163773,0.688636196802128,0.734897151771898,0.788862481548099,0.389738384439937,0.225873783728422,0.0898463567112574,0.139505376250033,-0.0842664957606429,0.524812635371392
"29",2025 Q1,0.774128804307367,0.690575195278257,0.734068391591711,0.788242668430228,0.387155747472644,0.225035996794666,0.0671598092524175,0.139196982467253,-0.0505326100916324,0.629404713175803
"30",2025 Q2,0.762046754465997,0.691597508216727,0.732790434377828,0.790291625542869,0.383852640451007,0.225454774933306,0.104409283412053,0.137226947291776,-0.0438181253136536,0.643391448090592
"31",2025 Q3,0.749376820773458,0.687445174934238,0.730006989367684,0.793136456101009,0.380342821795565,0.22632948505635,0.0544825996791383,0.134799450050579,-0.0359908711768996,0.68704695298778
"32",2025 Q4,0.730350063262892,0.676602001753859,0.725904751189014,0.798959572785278,0.37727443906223,0.228588738438679,0.14509512689002,0.132594447615059,-0.0370491692216948,0.727249164915027
