"","quarter","gamma_pi","gamma_y","phi","rho_tp","sigma_policy","xi_i","xi_tp_bar","xi_tp_cycl","natural_rate","fitted_obs"
"1",2018 Q1,0.0794706783882347,0.62836000016341,0.462541427385399,0.906408259031687,0.290435871858899,0.287800498484831,0.175997394655598,0.151458199774785,-0.0164356848341465,0.666150717892179
"2",2018 Q2,0.0564098166545431,0.626805888477881,0.460055267380187,0.904738822023254,0.289957492913822,0.286612087611049,0.0128074554053153,0.15085669324854,-0.0243006765699365,0.569962391276771
"3",2018 Q3,0.0507023552469454,0.628798679044514,0.460835151265618,0.904606032465245,0.290538193413071,0.285287828082463,0.0599437981782396,0.149748105065653,-0.0297969934152533,0.497681260841652
"4",2018 Q4,0.0569056886842564,0.628989594149473,0.461705530664998,0.904784332106033,0.291358378972061,0.283925121634338,0.0904318009673232,0.148228102636192,-0.0327742313233124,0.443712722600486
"5",2019 Q1,0.0569459408093449,0.629266486620011,0.461978591354252,0.904735721908087,0.29152576140712,0.283739459700541,0.00418934018583194,0.147849879426284,-0.0621987036411851,0.140061399026408
"6",2019 Q2,0.0571745693918514,0.63023983518516,0.462748482758422,0.904747418766074,0.292151591805098,0.282619365058686,0.0350779899303696,0.146666737923547,-0.0700173629376787,0.0115045830902717
"7",2019 Q3,0.0601791609861847,0.628138432546941,0.461713565522451,0.904670077688247,0.291199990627109,0.284868569631282,0.136603404995738,0.148322025697088,-0.121412210220958,-0.52260911882462
"8",2019 Q4,0.0586017795474252,0.628766906357842,0.461925014217863,0.904687020915722,0.291447862737446,0.28410001624222,0.0433627767838773,0.147827994196444,-0.0853700800159358,-0.282618093154443
"9",2020 Q1,0.0620595733165526,0.628573080461937,0.462444082139383,0.904656737771023,0.291944363042171,0.283355996954901,0.051058005261756,0.146557045436737,-0.097291865522318,-0.474045860679516
"10",2020 Q2,0.06166097020183,0.629750170933748,0.46316835604431,0.904755177210728,0.292471997866142,0.282362203063419,0.024775490145949,0.145903714109157,-0.0684658663205387,-0.280104559619806
"11",2020 Q3,0.0626740867510372,0.630613307144751,0.463844672572662,0.904997948638708,0.293138740218435,0.281094650580533,0.0617351804426988,0.144588386739077,-0.0594433069519511,-0.253715804817823
