date,ch.kof.consensus.q_qn_10yyield_12m.mean,ch.kof.consensus.q_qn_10yyield_3m.mean,ch.kof.consensus.q_qn_3minterest_12m.mean,ch.kof.consensus.q_qn_3minterest_3m.mean,ch.kof.consensus.q_qn_eurchf_12m.mean,ch.kof.consensus.q_qn_eurchf_3m.mean,ch.kof.consensus.q_qn_exports_cy.mean,ch.kof.consensus.q_qn_exports_ny.mean,ch.kof.consensus.q_qn_investbau_cy.mean,ch.kof.consensus.q_qn_investbau_ny.mean,ch.kof.consensus.q_qn_invest_cy.mean,ch.kof.consensus.q_qn_investequ_cy.mean,ch.kof.consensus.q_qn_investequ_ny.mean,ch.kof.consensus.q_qn_invest_ny.mean,ch.kof.consensus.q_qn_prices_5y.mean,ch.kof.consensus.q_qn_prices_cy.mean,ch.kof.consensus.q_qn_prices_ny.mean,ch.kof.consensus.q_qn_realgdp_5y.mean,ch.kof.consensus.q_qn_realgdp_cy.mean,ch.kof.consensus.q_qn_realgdp_ny.mean,ch.kof.consensus.q_qn_realgdpspea_5y.mean,ch.kof.consensus.q_qn_realgdpspea_cy.mean,ch.kof.consensus.q_qn_realgdpspea_ny.mean,ch.kof.consensus.q_qn_spi_12m.mean,ch.kof.consensus.q_qn_spi_3m.mean,ch.kof.consensus.q_qn_unemp_5y.mean,ch.kof.consensus.q_qn_unemp_cy.mean,ch.kof.consensus.q_qn_unemp_ny.mean,ch.kof.consensus.q_qn_usdchf_12m.mean,ch.kof.consensus.q_qn_usdchf_3m.mean
Jul 2003,3.11,2.71666666666667,0.693333333333333,0.294,1.527,1.547,-0.16875,3.25333333333333,NA,NA,-1.975,NA,NA,1.90666666666667,NA,0.725,0.925,NA,-0.28125,1.275,NA,NA,NA,4191.25,3886.66666666667,NA,3.825,3.9,1.35533333333333,1.37533333333333
Okt 2003,3.29210526315789,2.91842105263158,0.986842105263158,0.364210526315789,1.53555555555556,1.55138888888889,0.0722222222222222,3.45555555555556,NA,NA,-1.31764705882353,NA,NA,2.03333333333333,NA,0.636842105263158,0.863157894736842,NA,-0.183333333333333,1.45263157894737,NA,NA,NA,4128.6,3924.6,NA,3.79473684210526,3.76842105263158,1.29894736842105,1.29842105263158
Jan 2004,3.15294117647059,2.70588235294118,0.941176470588235,0.35,1.52058823529412,1.56411764705882,3.9875,4.60625,NA,NA,2.25882352941176,NA,NA,3.1,NA,0.45,1.17222222222222,NA,1.51111111111111,1.94444444444444,NA,NA,NA,4506.38461538462,4311.5,NA,3.77058823529412,3.24117647058824,1.27117647058824,1.24470588235294
Apr 2004,3.23785714285714,2.82357142857143,0.96,0.392,1.51625,1.53625,5.53076923076923,4.67692307692308,NA,NA,3.09230769230769,NA,NA,3.21538461538462,NA,0.523529411764706,1.12941176470588,NA,1.71764705882353,1.94705882352941,NA,NA,NA,4604,4380.125,NA,3.73125,3.2125,1.274375,1.273125
Jul 2004,3.20294117647059,2.84117647058824,1.26882352941176,0.714705882352941,1.51764705882353,1.52823529411765,5.0875,4.6875,NA,NA,3.4,NA,NA,3.59375,NA,0.783333333333333,1.17777777777778,NA,1.9,1.97777777777778,NA,NA,NA,4392,4169,NA,3.80555555555556,3.38333333333333,1.25125,1.256875
Okt 2004,2.94615384615385,2.64615384615385,1.31923076923077,0.876153846153846,1.50153846153846,1.51615384615385,5.81428571428571,4.09285714285714,NA,NA,4.29285714285714,NA,NA,3.25714285714286,NA,0.833333333333333,1.19333333333333,NA,1.76,1.72666666666667,NA,NA,NA,4384.375,4215,NA,3.82666666666667,3.61333333333333,1.16076923076923,1.14
Jan 2005,2.89,2.48315789473684,1.26736842105263,0.815789473684211,1.52764705882353,1.54294117647059,3.51111111111111,4.67777777777778,NA,NA,2.24736842105263,NA,NA,2.73157894736842,NA,0.726315789473684,1.34210526315789,NA,1.50526315789474,1.83684210526316,NA,NA,NA,4646.5,4513.33333333333,NA,3.8,3.60526315789474,1.18411764705882,1.17352941176471
Apr 2005,2.89,2.48315789473684,1.26736842105263,0.815789473684211,1.52764705882353,1.54294117647059,3.51111111111111,4.67777777777778,NA,NA,2.24736842105263,NA,NA,2.73157894736842,NA,0.726315789473684,1.34210526315789,NA,1.50526315789474,1.83684210526316,NA,NA,NA,4646.5,4513.33333333333,NA,3.8,3.60526315789474,1.18411764705882,1.17352941176471
Jul 2005,2.52809523809524,2.0852380952381,1.19761904761905,0.83,1.53,1.52473684210526,3.63529411764706,4.62941176470588,NA,NA,2.35555555555556,NA,NA,3.25,NA,1.18095238095238,1.21904761904762,NA,1.26666666666667,1.7,NA,NA,NA,5331.08333333333,5200.83333333333,NA,3.775,3.595,1.21631578947368,1.24684210526316
Okt 2005,2.44789473684211,2.28105263157895,1.41421052631579,1.08368421052632,1.5325,1.54,4.15,4.3,NA,NA,2.2625,NA,NA,2.5875,NA,1.03888888888889,1.02777777777778,NA,1.59473684210526,1.82105263157895,NA,NA,NA,5856.25,5783.75,NA,3.76666666666667,3.60555555555556,1.23375,1.30125
Jan 2006,2.51071428571429,2.31142857142857,1.51285714285714,1.25928571428571,1.54230769230769,1.54769230769231,4.41428571428571,3.6,NA,NA,3.70769230769231,NA,NA,2.8,NA,1.17142857142857,1.26666666666667,NA,2.05714285714286,1.68333333333333,NA,NA,NA,6459,6370,NA,3.54285714285714,3.45833333333333,1.24833333333333,1.28
Apr 2006,2.82916666666667,2.625,1.85,1.57083333333333,1.53181818181818,1.55083333333333,7.52,4.16,NA,NA,3.33636363636364,NA,NA,2.75454545454545,NA,1.275,1.28333333333333,NA,2.65833333333333,1.86666666666667,NA,NA,NA,5992.5,5798.33333333333,NA,3.32727272727273,3.98181818181818,1.20333333333333,1.22583333333333
Jul 2006,2.87882352941176,2.66470588235294,2.14,1.86470588235294,1.544375,1.55875,7.87142857142857,4.05714285714286,NA,NA,4.3,NA,NA,3.48,NA,1.30625,1.25,NA,2.87058823529412,2.00588235294118,NA,NA,NA,6641.55555555556,6259.44444444444,NA,3.28235294117647,3.07647058823529,1.21333333333333,1.24266666666667
Okt 2006,2.68071428571429,2.45357142857143,2.28571428571429,2.09,1.53666666666667,1.55583333333333,8.44615384615385,4.37692307692308,NA,NA,4.4,NA,NA,2.94615384615385,NA,1.15714285714286,1.05,NA,2.76428571428571,2.07142857142857,NA,NA,NA,6488.57142857143,6476.57142857143,NA,3.21428571428571,2.9,1.19153846153846,1.20153846153846
Jan 2007,2.84473684210526,2.62315789473684,2.38052631578947,2.25368421052632,1.57166666666667,1.59611111111111,5.07647058823529,4.58125,NA,NA,2.71176470588235,NA,NA,2.0375,NA,0.773684210526316,1.09444444444444,NA,2.09473684210526,1.85,NA,NA,NA,7445.55555555556,7150.33333333333,NA,2.95263157894737,2.82222222222222,1.21,1.21647058823529
Apr 2007,3.14166666666667,3.015,2.83388888888889,2.59777777777778,1.59705882352941,1.63764705882353,6.43753333333333,5.22,NA,NA,3.18666666666667,NA,NA,2.28,NA,0.733333333333333,1.17647058823529,NA,2.35,2.11111111111111,NA,NA,NA,7954.54545454545,7740,NA,2.87058823529412,2.70588235294118,1.21294117647059,1.20941176470588
Jul 2007,3.36842105263158,3.13684210526316,3.07631578947368,2.86842105263158,1.59588235294118,1.62941176470588,7.98125,5.4125,NA,NA,3.90625,NA,NA,2.7125,NA,0.742105263157895,1.23157894736842,NA,2.62105263157895,2.21052631578947,NA,NA,NA,7917.91666666667,7626.81818181818,NA,2.76111111111111,2.53333333333333,1.18882352941176,1.19529411764706
Okt 2007,3.16315789473684,3.01842105263158,2.91578947368421,2.78947368421053,1.61472222222222,1.64205555555556,9.11428571428571,5.5,NA,NA,3.95,NA,NA,2.11428571428571,NA,0.715789473684211,1.34736842105263,NA,2.74210526315789,2.04210526315789,NA,NA,NA,7724.16666666667,7330,NA,2.73529411764706,2.46470588235294,1.12764705882353,1.11111111111111
Jan 2008,3.08117647058824,2.97705882352941,2.671875,2.70882352941176,1.57875,1.5790625,4.94666666666667,5.0866666666666696,NA,NA,1.92,NA,NA,1.82666666666667,NA,1.68235294117647,1.3125,NA,2.09411764705882,1.8375,NA,NA,NA,6952.22222222222,6444.44444444444,NA,2.58823529411765,2.60625,1.099,1.0490625
Apr 2008,3.17736842105263,3.1455,2.62105263157895,2.735,1.57694444444444,1.58944444444444,3.62352941176471,3.88823529411765,NA,NA,1.57647058823529,NA,NA,1.81176470588235,NA,2.145,1.455,NA,2,1.645,NA,NA,NA,7106.25,6671.75,NA,2.55555555555556,2.59444444444444,1.08388888888889,1.035
Jul 2008,3.08541666666667,3.0492,2.6475,2.7192,1.582107843125,1.606762566125,3.88571428571429,3.69523809523809,NA,NA,1.38571428571429,NA,NA,1.61904761904762,NA,2.456,1.56,NA,1.956,1.46,NA,NA,NA,6784.25,6370.4375,NA,2.525,2.68333333333333,1.12158796295833,1.099225340125
