"CubeId";"rendoblim"
"PublishingDate";"2025-09-01 14:29"

"Date";"D0";"Value"
"2023-07";"5J";"0.997"
"2023-07";"10J";"0.979"
"2023-08";"5J";"0.961"
"2023-08";"10J";"0.952"
"2023-09";"5J";"1.071"
"2023-09";"10J";"1.087"
"2023-10";"5J";"0.952"
"2023-10";"10J";"1.046"
"2023-11";"5J";"0.843"
"2023-11";"10J";"0.822"
"2023-12";"5J";"0.714"
"2023-12";"10J";"0.656"
"2024-01";"5J";"0.781"
"2024-01";"10J";"0.83"
"2024-02";"5J";"0.841"
"2024-02";"10J";"0.828"
"2024-03";"5J";"0.691"
"2024-03";"10J";"0.639"
"2024-04";"5J";"0.751"
"2024-04";"10J";"0.693"
"2024-05";"5J";"0.994"
"2024-05";"10J";"0.915"
"2024-06";"5J";"0.587"
"2024-06";"10J";"0.559"
"2024-07";"5J";"0.466"
"2024-07";"10J";"0.45"
"2024-08";"5J";"0.438"
"2024-08";"10J";"0.451"
"2024-09";"5J";"0.342"
"2024-09";"10J";"0.41"
"2024-10";"5J";"0.336"
"2024-10";"10J";"0.451"
"2024-11";"5J";"0.15"
"2024-11";"10J";"0.289"
"2024-12";"5J";"0.121"
"2024-12";"10J";"0.317"
"2025-01";"5J";"0.218"
"2025-01";"10J";"0.383"
"2025-02";"5J";"0.255"
"2025-02";"10J";"0.396"
"2025-03";"5J";"0.279"
"2025-03";"10J";"0.514"
"2025-04";"5J";"0.054"
"2025-04";"10J";"0.326"
"2025-05";"5J";"-0.067"
"2025-05";"10J";"0.259"
"2025-06";"5J";"0.106"
"2025-06";"10J";"0.41"
"2025-07";"5J";"0.078"
"2025-07";"10J";"0.378"
