"CubeId";"zimoma"
"PublishingDate";"2026-06-01 14:30"

"Date";"D0";"Value"
"2011-06";"3M0";"0.175"
"2011-07";"SARON";"0.05025"
"2011-07";"3M0";"0.175"
"2011-08";"SARON";"-0.009758"
"2011-08";"3M0";"0.005"
"2011-09";"SARON";"0.008339"
"2011-09";"3M0";"0.02333"
"2011-10";"SARON";"0.002873"
"2011-10";"3M0";"0.04333"
"2011-11";"SARON";"0.02014"
"2011-11";"3M0";"0.05167"
"2011-12";"SARON";"0.018136"
"2011-12";"3M0";"0.05167"
"2012-01";"SARON";"-0.012948"
"2012-01";"3M0";"0.07"
"2012-02";"SARON";"-0.001064"
"2012-02";"3M0";"0.08667"
"2012-03";"SARON";"0.007232"
"2012-03";"3M0";"0.11"
"2012-04";"SARON";"-0.017135"
"2012-04";"3M0";"0.11167"
"2012-05";"SARON";"0.016374"
"2012-05";"3M0";"0.0975"
"2012-06";"SARON";"0.027838"
"2012-06";"3M0";"0.087"
"2012-07";"SARON";"-0.057817"
"2012-07";"3M0";"0.06"
"2012-08";"SARON";"-0.023866"
"2012-08";"3M0";"0.046"
"2012-09";"SARON";"0.022813"
"2012-09";"3M0";"0.044"
"2012-10";"SARON";"-0.027541"
"2012-10";"3M0";"0.032"
"2012-11";"SARON";"0.04"
"2012-11";"3M0";"0.03"
"2012-12";"SARON";"0.032766"
"2012-12";"3M0";"0.012"
"2013-01";"SARON";"-0.028182"
"2013-01";"3M0";"0.022"
"2013-02";"SARON";"-0.035067"
"2013-02";"3M0";"0.022"
"2013-03";"SARON";"-0.017292"
"2013-03";"3M0";"0.022"
"2013-04";"SARON";"-0.008163"
"2013-04";"3M0";"0.02"
"2013-05";"SARON";"-0.024285"
"2013-05";"3M0";"0.016"
"2013-06";"SARON";"0.004224"
"2013-06";"3M0";"0.019"
"2013-07";"SARON";"-0.005746"
"2013-07";"3M0";"0.018"
"2013-08";"SARON";"0.010574"
"2013-08";"3M0";"0.018"
"2013-09";"SARON";"-0.001193"
"2013-09";"3M0";"0.022"
"2013-10";"SARON";"-0.016479"
"2013-10";"3M0";"0.019"
"2013-11";"SARON";"-0.033343"
"2013-11";"3M0";"0.015"
"2013-12";"SARON";"0.089315"
"2013-12";"3M0";"0.023"
"2014-01";"SARON";"-0.015391"
"2014-01";"3M0";"0.018"
"2014-02";"SARON";"-0.02602"
"2014-02";"3M0";"0.022"
"2014-03";"SARON";"-0.000316"
"2014-03";"3M0";"0.022"
"2014-04";"SARON";"-0.038873"
"2014-04";"3M0";"0.017"
"2014-05";"SARON";"-0.022355"
"2014-05";"3M0";"0.012"
"2014-06";"SARON";"-0.036625"
"2014-06";"3M0";"0.008"
"2014-07";"SARON";"-0.034751"
"2014-07";"3M0";"0.018"
"2014-08";"SARON";"0.006218"
"2014-08";"3M0";"0.018"
"2014-09";"SARON";"0.01231"
"2014-09";"3M0";"0.006"
"2014-10";"SARON";"-0.034484"
"2014-10";"3M0";"0.015"
"2014-11";"SARON";"-0.015032"
"2014-11";"3M0";"0.001"
"2014-12";"SARON";"0.003368"
"2014-12";"3M0";"-0.063"
"2015-01";"SARON";"-0.678498"
"2015-01";"3M0";"-0.854"
"2015-02";"SARON";"-0.7561"
"2015-02";"3M0";"-0.85"
"2015-03";"SARON";"-0.730568"
"2015-03";"3M0";"-0.814"
"2015-04";"SARON";"-0.722648"
"2015-04";"3M0";"-0.794"
"2015-05";"SARON";"-0.726401"
"2015-05";"3M0";"-0.788"
"2015-06";"SARON";"-0.727129"
"2015-06";"3M0";"-0.789"
"2015-07";"SARON";"-0.738677"
"2015-07";"3M0";"-0.739"
"2015-08";"SARON";"-0.724588"
"2015-08";"3M0";"-0.724"
"2015-09";"SARON";"-0.719895"
"2015-09";"3M0";"-0.733"
"2015-10";"SARON";"-0.724732"
"2015-10";"3M0";"-0.732"
"2015-11";"SARON";"-0.72187"
"2015-11";"3M0";"-0.832"
"2015-12";"SARON";"-0.721086"
"2015-12";"3M0";"-0.756"
"2016-01";"SARON";"-0.723007"
"2016-01";"3M0";"-0.757"
"2016-02";"SARON";"-0.733788"
"2016-02";"3M0";"-0.8046"
"2016-03";"SARON";"-0.737954"
"2016-03";"3M0";"-0.7292"
"2016-04";"SARON";"-0.726368"
"2016-04";"3M0";"-0.7294"
"2016-05";"SARON";"-0.729792"
"2016-05";"3M0";"-0.7352"
"2016-06";"SARON";"-0.765593"
"2016-06";"3M0";"-0.7798"
"2016-07";"SARON";"-0.745432"
"2016-07";"3M0";"-0.7476"
"2016-08";"SARON";"-0.731087"
"2016-08";"3M0";"-0.7364"
"2016-09";"SARON";"-0.744965"
"2016-09";"3M0";"-0.75"
"2016-10";"SARON";"-0.729412"
"2016-10";"3M0";"-0.73"
"2016-11";"SARON";"-0.728146"
"2016-11";"3M0";"-0.749"
"2016-12";"SARON";"-0.731921"
"2016-12";"3M0";"-0.7292"
"2017-01";"SARON";"-0.732656"
"2017-01";"3M0";"-0.7286"
"2017-02";"SARON";"-0.72986"
"2017-02";"3M0";"-0.7262"
"2017-03";"SARON";"-0.737014"
"2017-03";"3M0";"-0.7296"
"2017-04";"SARON";"-0.738899"
"2017-04";"3M0";"-0.73"
"2017-05";"SARON";"-0.734836"
"2017-05";"3M0";"-0.7296"
"2017-06";"SARON";"-0.734155"
"2017-06";"3M0";"-0.73"
"2017-07";"SARON";"-0.732636"
"2017-07";"3M0";"-0.7256"
"2017-08";"SARON";"-0.732305"
"2017-08";"3M0";"-0.7262"
"2017-09";"SARON";"-0.742996"
"2017-09";"3M0";"-0.726"
"2017-10";"SARON";"-0.737404"
"2017-10";"3M0";"-0.7268"
"2017-11";"SARON";"-0.736376"
"2017-11";"3M0";"-0.752"
"2017-12";"SARON";"-0.746149"
"2017-12";"3M0";"-0.7462"
"2018-01";"SARON";"-0.740278"
"2018-01";"3M0";"-0.745"
"2018-02";"SARON";"-0.759249"
"2018-02";"3M0";"-0.7446"
"2018-03";"SARON";"-0.73834"
"2018-03";"3M0";"-0.7354"
"2018-04";"SARON";"-0.729806"
"2018-04";"3M0";"-0.7282"
"2018-05";"SARON";"-0.728226"
"2018-05";"3M0";"-0.7348"
"2018-06";"SARON";"-0.730086"
"2018-06";"3M0";"-0.7316"
"2018-07";"SARON";"-0.730823"
"2018-07";"3M0";"-0.7278"
"2018-08";"SARON";"-0.731997"
"2018-08";"3M0";"-0.7284"
"2018-09";"SARON";"-0.785767"
"2018-09";"3M0";"-0.7358"
"2018-10";"SARON";"-0.73731"
"2018-10";"3M0";"-0.7454"
"2018-11";"SARON";"-0.732697"
"2018-11";"3M0";"-0.7382"
"2018-12";"SARON";"-0.730971"
"2018-12";"3M0";"-0.7134"
"2019-01";"SARON";"-0.731819"
"2019-01";"3M0";"-0.713"
"2019-02";"SARON";"-0.738785"
"2019-02";"3M0";"-0.7156"
"2019-03";"SARON";"-0.737656"
"2019-03";"3M0";"-0.7122"
"2019-04";"SARON";"-0.73173"
"2019-04";"3M0";"-0.7138"
"2019-05";"SARON";"-0.73687"
"2019-05";"3M0";"-0.713"
"2019-06";"SARON";"-0.74023"
"2019-06";"3M0";"-0.7256"
"2019-07";"SARON";"-0.74512"
"2019-07";"3M0";"-0.768"
"2019-08";"SARON";"-0.74726"
"2019-08";"3M0";"-0.8554"
"2019-09";"SARON";"-0.74627"
"2019-09";"3M0";"-0.7632"
"2019-10";"SARON";"-0.73297"
"2019-10";"3M0";"-0.7594"
"2019-11";"SARON";"-0.7065"
"2019-11";"3M0";"-0.7228"
"2019-12";"SARON";"-0.65925"
"2019-12";"3M0";"-0.6884"
"2020-01";"SARON";"-0.70191"
"2020-01";"3M0";"-0.69"
"2020-02";"SARON";"-0.70741"
"2020-02";"3M0";"-0.7352"
"2020-03";"SARON";"-0.66619"
"2020-03";"3M0";"-0.6554"
"2020-04";"SARON";"-0.65946"
"2020-04";"3M0";"-0.5832"
"2020-05";"SARON";"-0.65962"
"2020-05";"3M0";"-0.651"
"2020-06";"SARON";"-0.66239"
"2020-06";"3M0";"-0.676"
"2020-07";"SARON";"-0.7037"
"2020-07";"3M0";"-0.7048"
"2020-08";"SARON";"-0.70568"
"2020-08";"3M0";"-0.7204"
"2020-09";"SARON";"-0.71371"
"2020-09";"3M0";"-0.7806"
"2020-10";"SARON";"-0.71804"
"2020-10";"3M0";"-0.7666"
"2020-11";"SARON";"-0.72109"
"2020-11";"3M0";"-0.784"
"2020-12";"SARON";"-0.726264"
"2020-12";"3M0";"-0.7638"
"2021-01";"SARON";"-0.725018"
"2021-01";"3M0";"-0.7614"
"2021-02";"SARON";"-0.725267"
"2021-02";"3M0";"-0.7456"
"2021-03";"SARON";"-0.72334"
"2021-03";"3M0";"-0.754"
"2021-04";"SARON";"-0.725071"
"2021-04";"3M0";"-0.7458"
"2021-05";"SARON";"-0.725578"
"2021-05";"3M0";"-0.7436"
"2021-06";"SARON";"-0.722566"
"2021-06";"3M0";"-0.7536"
"2021-07";"SARON";"-0.721564"
"2021-07";"3M0";"-0.7594"
"2021-08";"SARON";"-0.72305"
"2021-08";"3M0";"-0.7704"
"2021-09";"SARON";"-0.672877"
"2021-09";"3M0";"-0.7624"
"2021-10";"SARON";"-0.693678"
"2021-10";"3M0";"-0.7708"
"2021-11";"SARON";"-0.680889"
"2021-11";"3M0";"-0.7836"
"2021-12";"SARON";"-0.68483"
"2021-12";"3M0";"-0.753"
"2022-01";"SARON";"-0.696923"
"2022-01";"3M0";
"2022-02";"SARON";"-0.698075"
"2022-02";"3M0";
"2022-03";"SARON";"-0.701726"
"2022-03";"3M0";
"2022-04";"SARON";"-0.701592"
"2022-04";"3M0";
"2022-05";"SARON";"-0.692302"
"2022-05";"3M0";
"2022-06";"SARON";"-0.195447"
"2022-06";"3M0";
"2022-07";"SARON";"-0.18865"
"2022-07";"3M0";
"2022-08";"SARON";"-0.200623"
"2022-08";"3M0";
"2022-09";"SARON";"0.43653"
"2022-09";"3M0";
"2022-10";"SARON";"0.470718"
"2022-10";"3M0";
"2022-11";"SARON";"0.459251"
"2022-11";"3M0";
"2022-12";"SARON";"0.942118"
"2022-12";"3M0";
"2023-01";"SARON";"0.946142"
"2023-01";"3M0";
"2023-02";"SARON";"0.937929"
"2023-02";"3M0";
"2023-03";"SARON";"1.418617"
"2023-03";"3M0";
"2023-04";"SARON";"1.419656"
"2023-04";"3M0";
"2023-05";"SARON";"1.441883"
"2023-05";"3M0";
"2023-06";"SARON";"1.706544"
"2023-06";"3M0";
"2023-07";"SARON";"1.702332"
"2023-07";"3M0";
"2023-08";"SARON";"1.705343"
"2023-08";"3M0";
"2023-09";"SARON";"1.714893"
"2023-09";"3M0";
"2023-10";"SARON";"1.704967"
"2023-10";"3M0";
"2023-11";"SARON";"1.701526"
"2023-11";"3M0";
"2023-12";"SARON";"1.695237"
"2023-12";"3M0";
"2024-01";"SARON";"1.698236"
"2024-01";"3M0";
"2024-02";"SARON";"1.697838"
"2024-02";"3M0";
"2024-03";"SARON";"1.464207"
"2024-03";"3M0";
"2024-04";"SARON";"1.444518"
"2024-04";"3M0";
"2024-05";"SARON";"1.450122"
"2024-05";"3M0";
"2024-06";"SARON";"1.215794"
"2024-06";"3M0";
"2024-07";"SARON";"1.21096"
"2024-07";"3M0";
"2024-08";"SARON";"1.217226"
"2024-08";"3M0";
"2024-09";"SARON";"0.957401"
"2024-09";"3M0";
"2024-10";"SARON";"0.949059"
"2024-10";"3M0";
"2024-11";"SARON";"0.942743"
"2024-11";"3M0";
"2024-12";"SARON";"0.451195"
"2024-12";"3M0";
"2025-01";"SARON";"0.430306"
"2025-01";"3M0";
"2025-02";"SARON";"0.428856"
"2025-02";"3M0";
"2025-03";"SARON";"0.206315"
"2025-03";"3M0";
"2025-04";"SARON";"0.197924"
"2025-04";"3M0";
"2025-05";"SARON";"0.207065"
"2025-05";"3M0";
"2025-06";"SARON";"-0.031727"
"2025-06";"3M0";
"2025-07";"SARON";"-0.0327"
"2025-07";"3M0";
"2025-08";"SARON";"-0.06214"
"2025-08";"3M0";
"2025-09";"SARON";"-0.045082"
"2025-09";"3M0";
"2025-10";"SARON";"-0.049317"
"2025-10";"3M0";
"2025-11";"SARON";"-0.053351"
"2025-11";"3M0";
"2025-12";"SARON";"-0.079228"
"2025-12";"3M0";
"2026-01";"SARON";"-0.074428"
"2026-01";"3M0";
"2026-02";"SARON";"-0.076166"
"2026-02";"3M0";
"2026-03";"SARON";"-0.066425"
"2026-03";"3M0";
"2026-04";"SARON";"-0.046989"
"2026-04";"3M0";
"2026-05";"SARON";"-0.055974"
"2026-05";"3M0";
