quarter,beta_y,psi_lop,phi,sigma_cpi,sigma_spf,xi_n,natural_rate,fitted_obs,fitted_spf_survey
2013 Q4,0.0010230711966288226,-0.17841067651941597,0.3315825376069272,1.043218679783092,0.06550074576743564,0.1032994242113914,0.4284167402294942,0.4350826792040632,NA
2014 Q1,0.0010195069070473772,-0.1734106028079029,0.3319450727110368,1.0306363779752286,0.24386952335240072,0.1073941861694988,0.3710707602680321,0.18806890394098708,NA
2014 Q2,0.0010265633368136196,-0.1743292113290648,0.3328710913725005,1.018946047654759,0.10294329190768654,0.10733726891382421,0.35808764569923607,0.20037503877652785,NA
2014 Q3,0.0010842395532442892,-0.17423978459942985,0.33347414486913,1.005105856056264,0.03126523763222554,0.11171800869598837,0.3099612208081225,0.2549669565955109,NA
2014 Q4,0.0012366318904469768,-0.17391421155170955,0.32947986958201847,0.9943457365707297,0.5974656541603042,0.12788916190953042,0.15358758416078286,0.11866660098970684,NA
2015 Q1,0.0010711480599819307,-0.0957079385832941,0.515331896150532,1.1354581337762295,0.4265996205295814,4.0362658617124124e-4,0.7342331962985748,0.7128489338116035,NA
2015 Q2,0.05700780450573299,-0.08191502298768193,0.6176352576148306,1.1490696246315895,0.09769104574810424,2.237139266231204e-4,1.024772094225545,-0.7273776479458229,1.024772094225545
2015 Q3,0.10389855890753977,-0.03697444695733825,0.672868982998413,1.156829310340711,0.09464360566532228,1.223778856531007e-4,1.0061087665340507,-0.6295611675054615,1.0061087665340507
2015 Q4,0.10688555146029295,-0.05260865267589286,0.6597385265279604,1.139270333340082,0.07852769874555876,1.0195604910397283e-4,1.021031809278407,-0.5028721796422033,1.021031809278407
2016 Q1,0.12245171314113182,-0.03483960391892337,0.6920395423074527,1.147964227446498,0.08701800490548416,1.294536945749724e-4,1.0455533744167693,-0.11458943642486663,1.0455533744167693
2016 Q2,0.09031394452336053,-0.07380450275078738,0.6503691508772628,1.1299715112180575,0.07991881787738622,2.1049458828963294e-4,1.0541756791158943,-0.3685056611059886,1.0541756791158943
2016 Q3,0.09002099488409751,-0.07605889896671092,0.6458254595697416,1.1203294705661313,0.07286905943775691,1.3650600104232012e-4,1.0555710844692625,0.5803265098847381,1.0555710844692625
2016 Q4,0.08919594403606977,-0.07817185442401277,0.6444504302431305,1.1108146998273138,0.0673658376417813,1.5439620463638502e-4,1.0572457481671231,0.46836433012806233,1.0572457481671231
2017 Q1,0.07625162830261535,-0.07977801288777335,0.626084715151567,1.1162491672003712,0.07862490720510688,0.021422911897023725,1.1059321608247916,0.29831752790840615,1.1059321608247916
2017 Q2,0.05076917366434712,-0.08949219666915688,0.619741865953014,1.11596145834499,0.07220583090832812,0.031207354594343418,1.152850238756596,1.3201704351785069,1.152850238756596
2017 Q3,0.0634305239176513,-0.08092547173706964,0.6414419986628513,1.1096635291487738,0.07279481608763541,0.025387180757963285,1.1291041564541127,0.3032219290573378,1.1291041564541127
2017 Q4,0.08159025279004463,-0.06877951891278744,0.6450956755768116,1.1076947877198904,0.06908906126237739,0.02593495775284905,1.1444267939066115,0.4008298548255944,1.1444267939066115
2018 Q1,0.0814838077067981,-0.06857477376685367,0.6417298532397029,1.0985752312932973,0.06605842505800388,0.02531658133709317,1.147191608610924,1.047840451061685,1.147191608610924
2018 Q2,0.06302666461683243,-0.07362625145009291,0.6278163452429796,1.087280025727291,0.0704883693417543,0.030878584043209104,1.2034863993919125,1.3575712773734117,1.2034863993919125
2018 Q3,0.07828120262601053,-0.061678367019138695,0.6340385036422336,1.0811819660334652,0.06897951179780598,0.0286292351986546,1.1925489808242524,1.4631065582802834,1.1925489808242524
2018 Q4,0.08484336395314117,-0.05396015598833365,0.6426928270824576,1.0774080310428047,0.06702689698145874,0.02733942919453881,1.1861530923345247,1.246316772245323,1.1861530923345247
2019 Q1,0.08742225159483787,-0.048786485503271505,0.6550504663230009,1.0767168672761922,0.06534138214793647,0.02630988266834933,1.1766723993194554,0.9492311604255791,1.1766723993194554
2019 Q2,0.07229414028005458,-0.067261210243763,0.6267329193354493,1.06951487575698,0.06632193937241083,0.02637608463958525,1.1482595133606106,0.44121662594872035,1.1482595133606106
2019 Q3,0.06503218230241269,-0.06313995197027654,0.6194198627279074,1.1000846428392055,0.06882544078754682,0.03653565763598563,1.0616472107891834,1.408348768500756,1.0616472107891834
2019 Q4,0.05257670100255997,-0.06629818570662958,0.6263798854901156,1.093623026317937,0.06263513066728327,0.04242118878238792,1.020108266826168,-0.09366779404732406,1.020108266826168
2020 Q1,0.015434522689891456,-0.06841166135838168,0.6322025122354463,1.091082061252882,0.061059769524030694,0.058015909643856785,0.8746618258603971,-0.057108554329418304,0.8746618258603971
2020 Q2,0.0010071444980410016,-0.0640499376290248,0.6760767209788624,1.124373106185359,0.07942316729058134,0.04386691718930731,0.9874656311515905,0.011515243484139903,0.9874656311515905
2020 Q3,0.12991095008977518,-0.05640124634111596,0.6059959384457895,1.1184410832546312,0.07850584817296263,0.04189712329790409,1.0162305388023378,-1.3482233217760822,1.0162305388023378
2020 Q4,0.12896146135434222,-0.050078781447053876,0.6039582699721727,1.1121852071360734,0.08263994807074126,0.042659912341427415,0.9441426411176307,0.3794649150036337,0.9441426411176307
2021 Q1,0.12554780131771753,-0.053028418164414025,0.6044725337885853,1.1014318153384122,0.10287957066416949,0.035205448441226854,1.0512556173849898,0.4518710468154583,1.0512556173849898
2021 Q2,0.10616331955916147,-0.06288307261643931,0.5860260180028724,1.0900317203472947,0.10028467473547241,0.03608400106079116,1.0673979287631052,0.6028425941857626,1.0673979287631052
2021 Q3,0.10532035128492859,-0.05410081527085559,0.5889508532329373,1.089031219883988,0.10753804197178299,0.033248798878048616,1.0078261688205017,1.1102081729691535,1.0078261688205017
2021 Q4,0.17590750987066067,-0.004159755538500669,0.6290095859386913,1.1046646797841888,0.10778646076021889,0.03599824729915103,0.9563368776458567,1.658086473475379,0.9563368776458567
2022 Q1,0.20621112389964952,0.009564289331199172,0.6375667694708418,1.0934634233325111,0.10669802838033197,0.03438582891453437,0.9656096344051928,2.52045645471043,0.9656096344051928
2022 Q2,0.1864222977350231,-0.006378134379027847,0.6487947396394766,1.1203083297801477,0.10834003010739802,0.03195212083683708,1.0060833501011814,2.2203173308721675,1.0060833501011814
2022 Q3,0.21903357015811709,0.016525324150034482,0.6546331822401772,1.1091684946964417,0.11414530523994014,0.03231902247290368,1.0649068493546636,3.504936586847597,1.0649068493546636
2022 Q4,0.16989599379479406,-0.0259505939109042,0.5951628620080548,1.1051263565297647,0.11591193659770253,0.0291247967026555,1.0306369509049964,2.8894090916052675,1.0306369509049964
2023 Q1,0.1551333585785646,-0.040532692405796725,0.5713905863014215,1.1051769190781524,0.11461393517518333,0.029963678647061717,1.0542537796214506,1.8690240862304437,1.0542537796214506
2023 Q2,0.12596717979433159,-0.07081534441924928,0.4872085005557647,1.0949606716204092,0.11343539165312294,0.03480756621619294,1.0932761126491135,2.441497916280088,1.0932761126491135
2023 Q3,0.12790547544512615,-0.0752894140770964,0.5228660306524615,1.0956428062701615,0.11114927419593382,0.039812599346779685,1.1575485077428753,0.5783197236717994,1.1575485077428753
2023 Q4,0.13708189214221123,-0.06879599659321028,0.5452249190140673,1.094821203458014,0.11118406398726,0.03686528042791111,1.1408649387406524,1.1098795702132878,1.1408649387406524
2024 Q1,0.12087176020898832,-0.07648284025955554,0.5153618113324878,1.081251782350608,0.11299371961359253,0.03421187810755554,1.1002502568378183,1.2979599008982623,1.1002502568378183
2024 Q2,0.12502718935689175,-0.07388151759574536,0.5195951496067321,1.0764242012965115,0.11143690823512457,0.03378688858904786,1.1069641598720221,0.9273422514850231,1.1069641598720221
2024 Q3,0.13145301787635016,-0.0690481930985767,0.5215605791567117,1.0750562198861375,0.11005431652158627,0.03354559833081237,1.1181208855133777,0.7089343193752525,1.1181208855133777
2024 Q4,0.1323767372764351,-0.07059261052500683,0.5300455605562465,1.0702234461331925,0.10999883284618246,0.0323332412124945,1.0931466030993282,0.394919858492506,1.0931466030993282
2025 Q1,0.13118466965834719,-0.07111804593890284,0.5321497980407082,1.0652098204510334,0.10866592589423582,0.03218797717438916,1.0808582730573315,0.39181387360479375,1.0808582730573315
2025 Q2,0.11836163690116382,-0.07723789355421029,0.5243263749487638,1.0596042152970868,0.10720976640529953,0.032810188246566584,1.0618163663397424,0.4861698806902738,1.0618163663397424
2025 Q3,0.11010832890294511,-0.08265005335169523,0.5052323599962654,1.0510688808239945,0.10580302844309239,0.03420236317119845,1.0386925341877657,0.0759571120265573,1.0386925341877657
2025 Q4,0.11153127741340207,-0.08325410103112002,0.5090455019125302,1.0485650983094832,0.1039932696054563,0.03653823101854276,1.0009649259265248,0.6071978236380488,1.0009649259265248
